,agent_id,avg_friend_score,avg_social_dist,avg_spatial_dist,friend_count
0,1.0,5.688844007982045,0.23562924790531095,6.846153846153846,13.0
1,2.0,5.695700295386264,0.31798278668885704,10.333333333333334,9.0
2,3.0,4.675277041815678,0.396210653709152,6.176470588235294,17.0
3,4.0,11.607496900306439,0.41980535512141903,6.0,10.0
4,5.0,4.946685554448469,0.3795156033490708,7.615384615384615,13.0
5,6.0,6.592103936030651,0.39612159080208853,5.647058823529412,17.0
6,7.0,4.191094987000853,0.4306940500354055,7.625,16.0
7,8.0,4.283723719737103,0.3346376454138143,9.925925925925926,27.0
8,9.0,4.633011460503988,0.36706318683509626,8.583333333333334,24.0
9,10.0,6.8802765802823584,0.3223542515277863,8.61111111111111,18.0
10,11.0,6.126632053985833,0.48273530861736996,8.5,8.0
11,12.0,8.61787028548443,0.31900352924255826,7.75,12.0
12,13.0,10.181877793201917,0.2717036916439687,8.1,10.0
13,14.0,5.70723169860415,0.3481278244736271,7.571428571428571,14.0
14,15.0,4.963006034388124,0.34882975542722056,9.0,11.0
15,16.0,6.491581158754705,0.2506806345390681,8.4,10.0
16,17.0,7.66218803989331,0.3568891166210764,7.615384615384615,13.0
17,18.0,5.230824791898213,0.36772832899470925,5.846153846153846,13.0
18,19.0,3.9474942611251334,0.36840774772642215,8.8,25.0
19,20.0,6.7692881494162345,0.26435806246132537,6.473684210526316,19.0
20,21.0,4.847013332481222,0.3524727531726107,7.4,15.0
21,22.0,7.95055345835378,0.23667766872740456,7.4,15.0
22,23.0,3.168580701570238,0.24576072242345456,9.878787878787879,33.0
23,24.0,7.089278955566507,0.2595580971434214,5.857142857142857,21.0
24,25.0,7.43255923930335,0.477145942014477,4.909090909090909,11.0
25,26.0,6.101969572422013,0.2864781815440717,8.166666666666666,18.0
26,27.0,6.346420982230368,0.3227941942114653,7.266666666666667,15.0
27,28.0,5.775253630135138,0.21371822055983497,7.5625,16.0
28,29.0,9.966005935889479,0.2564340513293506,5.176470588235294,17.0
29,30.0,7.970460647608225,0.25200517726707866,8.0,15.0
30,31.0,8.403467726251023,0.35699810925839254,7.133333333333334,15.0
31,32.0,9.205751720031232,0.2869573143791647,6.5625,16.0
32,33.0,9.873662598300893,0.5050781736948788,7.444444444444445,9.0
33,34.0,4.2492958429911045,0.3276404746991257,8.307692307692308,26.0
34,35.0,4.56321759040128,0.36815484813922716,11.227272727272727,22.0
35,36.0,4.843352327928185,0.28678466676670866,7.555555555555555,9.0
36,37.0,5.2926228236299515,0.27121630124110346,7.4375,16.0
37,38.0,9.687647371154519,0.2883385872917724,6.733333333333333,15.0
38,39.0,12.568274777403794,0.4005576649592815,5.333333333333333,6.0
39,40.0,5.527321815558666,0.3920229083943832,6.473684210526316,19.0
40,41.0,6.340207775497757,0.3199263300622698,8.333333333333334,21.0
41,42.0,7.0732089333816095,0.23593354524244164,6.642857142857143,14.0
42,43.0,3.352991276460126,0.2651356145706062,8.68,25.0
43,44.0,6.452542218212669,0.2578997956942735,6.75,20.0
44,45.0,5.501445848856329,0.41839247200992447,5.625,8.0
45,46.0,4.853371457407207,0.3466262481601506,5.947368421052632,19.0
46,47.0,3.4981709480394603,0.4817720742075297,10.363636363636363,11.0
47,48.0,9.644095870430133,0.3606170959246798,6.538461538461538,13.0
48,49.0,7.620619316194506,0.243296961230288,8.75,12.0
49,50.0,10.728660484972089,0.39077049320398793,5.0,9.0
