,agent_id,avg_friend_score,avg_social_dist,avg_spatial_dist,friend_count
0,1.0,5.4659978254706,0.3986602357475776,7.230769230769231,13.0
1,2.0,5.902904693642364,0.19711955649461724,6.545454545454546,11.0
2,3.0,6.778370738956615,0.3265480986754671,6.7,10.0
3,4.0,5.688220547992684,0.2854417926664468,8.88888888888889,18.0
4,5.0,6.776235918972899,0.3128456679328589,9.076923076923077,13.0
5,6.0,8.001215194099148,0.3349445787359588,6.363636363636363,11.0
6,7.0,6.289096122029711,0.31638599335963585,6.363636363636363,11.0
7,8.0,7.475490335334512,0.301936055845847,8.181818181818182,11.0
8,9.0,4.147757309568859,0.279216199239436,8.533333333333333,15.0
9,10.0,8.473768405963591,0.31939006221310884,7.176470588235294,17.0
10,11.0,3.5652147799544713,0.3770994773743392,8.35,20.0
11,12.0,5.2926211398749405,0.342092783410145,10.785714285714286,14.0
12,13.0,6.31202551049862,0.3230240017360827,8.9375,16.0
13,14.0,8.270585662869545,0.4140427908617488,6.7,10.0
14,15.0,13.495736405630021,0.40242390789922194,8.0,5.0
15,16.0,8.186785781430139,0.26169531127073414,9.166666666666666,6.0
16,17.0,6.357158957053148,0.3969252411562693,8.444444444444445,9.0
17,18.0,6.865796130477207,0.2103859224577989,7.454545454545454,11.0
18,19.0,6.713858101843527,0.3379934316579326,10.375,16.0
19,20.0,3.7079870271032735,0.2536292541724899,12.222222222222221,27.0
20,21.0,7.917820844496298,0.27900400529682073,7.142857142857143,7.0
21,22.0,4.856163530921161,0.29559532566584823,8.526315789473685,19.0
22,23.0,6.101209530130444,0.3276801892827366,8.61111111111111,18.0
23,24.0,18.530476829681227,0.26507250016143374,6.5,6.0
24,25.0,6.545886382377284,0.2610333402426668,11.789473684210526,19.0
25,26.0,2.5407761372994404,0.5397971664510619,10.473684210526315,19.0
26,27.0,6.593388536737448,0.4461001315950353,6.357142857142857,14.0
27,28.0,13.004959337588986,0.411675237340102,5.75,8.0
28,29.0,8.702458058459854,0.3444609017920873,7.818181818181818,11.0
29,30.0,7.495897777964867,0.2960470940092655,7.666666666666667,18.0
30,31.0,8.871052985828985,0.34569086546263195,6.214285714285714,14.0
31,32.0,7.476782909157232,0.34174138143035165,7.428571428571429,14.0
32,33.0,3.864592031831512,0.2510514696090429,7.65,20.0
33,34.0,6.991710601895251,0.5420191068185505,5.0,7.0
34,35.0,2.9048413763290752,0.42400331162747085,8.8,20.0
35,36.0,5.879683892898503,0.447336655625108,7.416666666666667,12.0
36,37.0,4.8765827745085435,0.28948156978336004,9.764705882352942,17.0
37,38.0,5.0166130397927615,0.16806792341505103,6.666666666666667,9.0
38,39.0,5.3046143171218745,0.2957441128468615,7.142857142857143,14.0
39,40.0,13.431753988552991,0.2617745392141907,6.75,8.0
